step,loss,recall_accuracy,gradient_norm
1,1.6226425170898438,0.2291666716337204,1.9224003553390503
2,1.5642200708389282,0.2291666716337204,1.6647387742996216
3,1.4155654907226562,0.3125,0.7813114523887634
4,1.422694206237793,0.25,0.8776614665985107
5,1.451883316040039,0.2291666716337204,1.1558250188827515
6,1.3905181884765625,0.2708333432674408,0.7641327977180481
7,1.3788580894470215,0.3541666567325592,1.0653501749038696
8,1.4135417938232422,0.1875,0.8738331198692322
9,1.3714895248413086,0.3333333432674408,0.8435379266738892
10,1.4210577011108398,0.2291666716337204,0.8368368148803711
11,1.422957420349121,0.2083333283662796,0.9134438037872314
12,1.4210028648376465,0.1666666716337204,1.343217134475708
13,1.3988080024719238,0.2916666567325592,0.6369912028312683
14,1.389878749847412,0.25,0.632897138595581
15,1.393519401550293,0.2291666716337204,0.4839279055595398
16,1.3896695375442505,0.2916666567325592,0.702184796333313
17,1.3839707374572754,0.2916666567325592,0.3418135643005371
18,1.382217288017273,0.25,0.5597719550132751
19,1.4128031730651855,0.1875,1.1656285524368286
20,1.3917092084884644,0.2916666567325592,0.6348134875297546
21,1.415939211845398,0.2291666716337204,1.1758699417114258
22,1.4033738374710083,0.125,0.8612834215164185
23,1.3890546560287476,0.3333333432674408,0.22275733947753906
24,1.4156289100646973,0.1875,1.2590620517730713
25,1.3908432722091675,0.25,0.6997300386428833
26,1.3916388750076294,0.2291666716337204,1.2745405435562134
27,1.3777505159378052,0.2916666567325592,0.33740001916885376
28,1.3914347887039185,0.25,0.3372626006603241
29,1.3929004669189453,0.2291666716337204,0.8445666432380676
30,1.3847659826278687,0.2708333432674408,0.388816237449646
31,1.3906418085098267,0.2083333283662796,0.5064773559570312
32,1.386783480644226,0.2291666716337204,0.5564099550247192
33,1.3931440114974976,0.1666666716337204,0.652080237865448
34,1.3804330825805664,0.2916666567325592,0.4096711575984955
35,1.3876436948776245,0.1666666716337204,0.7275911569595337
36,1.3929914236068726,0.2291666716337204,0.8138454556465149
37,1.3829851150512695,0.2291666716337204,0.4768749475479126
38,1.3887532949447632,0.2083333283662796,1.03927481174469
39,1.389924168586731,0.2291666716337204,0.26992902159690857
40,1.3934909105300903,0.2291666716337204,1.072706937789917
41,1.3811941146850586,0.2291666716337204,0.4237205982208252
42,1.3986364603042603,0.25,1.235939621925354
43,1.3918300867080688,0.2083333283662796,1.0819368362426758
44,1.4062947034835815,0.125,1.0333975553512573
45,1.3867689371109009,0.2708333432674408,0.6986045837402344
46,1.3952237367630005,0.2708333432674408,1.2830259799957275
47,1.4141839742660522,0.1875,0.7741199731826782
48,1.3803776502609253,0.2916666567325592,0.2529626786708832
49,1.379891037940979,0.3333333432674408,0.4338335692882538
50,1.3857172727584839,0.3125,0.5310591459274292
51,1.3693428039550781,0.3333333432674408,0.586413562297821
52,1.4165583848953247,0.1666666716337204,1.1240968704223633
53,1.4174131155014038,0.2291666716337204,0.6327046155929565
54,1.426112174987793,0.1666666716337204,0.9877132773399353
55,1.3844285011291504,0.3125,0.7330003976821899
56,1.3852466344833374,0.2916666567325592,0.23746973276138306
57,1.3804312944412231,0.25,0.7360820770263672
58,1.3843904733657837,0.2916666567325592,0.6009386777877808
59,1.373673439025879,0.2708333432674408,0.2718571424484253
60,1.3894141912460327,0.2708333432674408,0.4884340763092041
61,1.4072074890136719,0.1666666716337204,0.9533912539482117
62,1.4032697677612305,0.2916666567325592,1.182251214981079
63,1.3943642377853394,0.1666666716337204,0.7686498165130615
64,1.390718936920166,0.2708333432674408,0.8157238960266113
65,1.390600323677063,0.2291666716337204,0.9416067004203796
66,1.3876136541366577,0.2916666567325592,0.5748280882835388
67,1.3882007598876953,0.25,0.4523105025291443
68,1.3884035348892212,0.25,0.7514488101005554
69,1.3903135061264038,0.1666666716337204,0.9460131525993347
